,ZIP Code,CTW_<25_Min,CTW_25-45_Min,CTW_>45_Min,pop15_marital_status,pop25_att_Bachelors,2021_Median_Home_Value,2021_Income
0,7002,0.35,0.33,0.32,0.49,0.27,0.1772694113652943,0.3419832900835496
1,10001,0.51,0.36,0.13,0.32,0.42,0.4724682637658681,0.5214123929380353
2,10002,0.35000000000000003,0.41,0.26,0.39,0.24,0.41653879173060415,0.1898440507797461
3,10003,0.52,0.38,0.13,0.28,0.44,0.6766606616696692,0.6056869715651422
4,10004,0.48,0.43,0.09,0.4,0.48,0.6815471592264204,0.880600596997015
5,10005,0.53,0.39,0.08,0.33,0.52,0.8043265978367011,0.8479107604461977
6,10006,0.45999999999999996,0.4,0.13,0.39,0.43,0.5918672040663979,0.8640006799966
7,10007,0.53,0.39999999999999997,0.06999999999999999,0.56,0.47,1.0,1.0
8,10009,0.28,0.49,0.23,0.29,0.38,0.4536462731768634,0.3655931720341398
9,10010,0.44999999999999996,0.35000000000000003,0.18,0.37,0.42,0.5526367236816382,0.645241773791131
10,10011,0.56,0.35,0.1,0.32,0.41,0.739896130051935,0.6935615321923391
11,10012,0.56,0.33,0.1,0.34,0.44,1.0,0.574082129589352
12,10013,0.48000000000000004,0.39999999999999997,0.11,0.48,0.4,1.0,0.6497517512412438
13,10014,0.52,0.36,0.13,0.31,0.45,0.7074916462541768,0.6978265108674456
14,10016,0.57,0.31,0.11,0.32,0.44,0.5806742096628952,0.6207018964905175
15,10017,0.56,0.29,0.16,0.35,0.49,0.4632297683851158,0.6429167854160729
16,10018,0.5,0.41,0.11,0.35,0.4,0.8424655787672106,0.6519867400662996
17,10019,0.52,0.35000000000000003,0.13,0.35,0.38,0.6085501957249021,0.5596672016639916
18,10020,0.53,0.34,0.12000000000000001,0.44,0.35,0.5852272073863963,0.4303978480107599
19,10021,0.41000000000000003,0.38,0.21000000000000002,0.53,0.34,0.904290047854976,0.6993115034424828
20,10022,0.52,0.34,0.13999999999999999,0.45,0.41,0.6860011569994215,0.7915510422447888
21,10023,0.38,0.48,0.15,0.46,0.34,0.8105305947347027,0.7042614786926066
22,10024,0.31000000000000005,0.52,0.18000000000000002,0.5,0.37,0.9343420328289835,0.7366563167184164
23,10025,0.27,0.48,0.24,0.41,0.29,0.7213841393079303,0.47732261338693305
24,10026,0.22,0.51,0.29000000000000004,0.31,0.24,0.6050561974719013,0.3121734391328043
25,10027,0.29000000000000004,0.43000000000000005,0.29000000000000004,0.28,0.24,0.4691237654381173,0.2499037504812476
26,10028,0.32,0.4799999999999999,0.22,0.47,0.4,0.787803606098197,0.6570817145914271
27,10029,0.27,0.43000000000000005,0.29000000000000004,0.3,0.19,0.4408077795961102,0.18279408602956984
28,10030,0.21,0.41000000000000003,0.37,0.27,0.19,0.4131832934083533,0.20546897265513672
29,10031,0.18,0.44,0.37999999999999995,0.33,0.23,0.35960882019558993,0.25847870760646197
30,10032,0.24000000000000002,0.32,0.43,0.31,0.2,0.36934881532559233,0.24317378413107935
31,10033,0.18,0.32,0.49,0.39,0.24,0.37110731444634276,0.31030844845775774
32,10034,0.18000000000000002,0.26,0.55,0.37,0.21,0.2939668530165735,0.2849885750571247
33,10035,0.24000000000000002,0.43,0.33,0.26,0.16,0.44492977753511126,0.14004929975350122
34,10036,0.43,0.41,0.16,0.28,0.4,0.5562217218891391,0.4928175359123204
35,10037,0.22000000000000003,0.37,0.43,0.26,0.22,0.5986107006946496,0.21587892060539698
36,10038,0.45,0.41,0.13999999999999999,0.35,0.4,0.5505272247363876,0.5755021224893876
37,10039,0.19,0.37999999999999995,0.43,0.27,0.21,0.2807428596285702,0.21502892485537572
38,10040,0.25,0.24,0.51,0.37,0.23,0.2731983634008183,0.23956880215598922
39,10044,0.13,0.61,0.26,0.48,0.25,0.5276547361726319,0.5343473282633587
40,10065,0.52,0.33,0.16,0.49,0.4,0.9453120273439863,0.7289763551182245
41,10069,0.21000000000000002,0.5700000000000001,0.23000000000000004,0.49,0.41,0.8986480506759746,0.7284463577682112
42,10075,0.37,0.44,0.2,0.45,0.38,0.6115306942346529,0.621476892615537
43,10128,0.25,0.52,0.24000000000000002,0.48,0.38,0.735926132036934,0.6021319893400533
44,10280,0.44000000000000006,0.4,0.15,0.59,0.42,0.7015476492261754,0.9947150264248679
45,10281,0.6699999999999999,0.3,0.04,0.5,0.4,0.0,1.0
46,10282,0.42000000000000004,0.42000000000000004,0.18,0.61,0.39,1.0,1.0
47,10301,0.33,0.21000000000000002,0.47000000000000003,0.44,0.21,0.32014783992608004,0.3425082874585627
48,10302,0.4,0.21,0.39,0.47,0.2,0.21615889192055404,0.3517432412837936
49,10303,0.38,0.2,0.43000000000000005,0.47,0.19,0.18594540702729648,0.3480532597337013
50,10304,0.29000000000000004,0.21,0.51,0.46,0.19,0.29580285209857393,0.30411847940760295
51,10305,0.29000000000000004,0.22999999999999998,0.49,0.55,0.22,0.29015485492257254,0.4047729761351193
52,10306,0.3,0.25,0.44000000000000006,0.55,0.19,0.30664384667807665,0.4403077984610077
53,10307,0.36,0.2,0.44000000000000006,0.56,0.25,0.3820108089945955,0.4727076364618177
54,10308,0.27,0.24,0.5,0.58,0.24,0.29856185071907465,0.5228223858880705
55,10309,0.29000000000000004,0.21000000000000002,0.5,0.58,0.23,0.33175483412258294,0.564677176614117
56,10310,0.38,0.21999999999999997,0.4,0.5,0.2,0.292123353938323,0.3833680831595842
57,10311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,10312,0.29000000000000004,0.21999999999999997,0.49,0.6,0.22,0.30276634861682566,0.5280073599632001
59,10314,0.37,0.19,0.45,0.57,0.22,0.30291984854007575,0.4949775251123744
60,10451,0.26,0.32,0.43,0.33,0.15,0.11006744496627752,0.14723426382868085
61,10452,0.21000000000000002,0.28,0.53,0.35,0.12,0.16197191901404048,0.14729426352868236
62,10453,0.23000000000000004,0.26,0.52,0.35,0.11,0.2707198646400677,0.139159304203479
63,10454,0.24000000000000002,0.30000000000000004,0.48000000000000004,0.3,0.08,0.23370588314705842,0.10431447842760787
64,10455,0.19,0.29000000000000004,0.51,0.3,0.1,0.24849737575131212,0.13772931135344324
65,10456,0.22000000000000003,0.29000000000000004,0.49,0.34,0.11,0.20690239654880171,0.144439277803611
66,10457,0.19,0.28,0.54,0.36,0.1,0.23780688109655945,0.14498927505362474
67,10458,0.22,0.25,0.53,0.33,0.11,0.24255487872256065,0.18394908025459872
68,10459,0.24,0.27,0.48000000000000004,0.31,0.12,0.23948438025780988,0.13882930585347072
69,10460,0.23000000000000004,0.24,0.54,0.36,0.11,0.25150737424631286,0.14294928525357373
70,10461,0.32,0.2,0.48000000000000004,0.44,0.19,0.26983736508131745,0.3025734871325643
71,10462,0.18,0.24,0.59,0.41,0.18,0.21448739275630363,0.2752336238318808
72,10463,0.21000000000000002,0.25,0.5399999999999999,0.43,0.21,0.2275873862063069,0.3135234323828381
73,10464,0.33000000000000007,0.24,0.43000000000000005,0.47,0.22,0.31501134249432877,0.5023674881625592
74,10465,0.34,0.24,0.42000000000000004,0.43,0.15,0.27859936070031965,0.39839800800995995
75,10466,0.26,0.26,0.5,0.39,0.16,0.25096287451856275,0.2823435882820586
76,10467,0.21000000000000002,0.25,0.55,0.37,0.14,0.23586388206805897,0.19933400332998336
77,10468,0.19,0.24,0.5700000000000001,0.39,0.11,0.17008341495829252,0.19323403382983084
78,10469,0.25,0.24,0.51,0.41,0.17,0.26027336986331506,0.3255633721831391
79,10470,0.24000000000000002,0.24,0.52,0.4,0.21,0.263935868032066,0.3233483832580837
80,10471,0.25,0.24,0.51,0.43,0.26,0.2827028586485707,0.45021774891125543
81,10472,0.19,0.26,0.55,0.37,0.11,0.2707028646485677,0.17283413582932086
82,10473,0.23,0.27,0.51,0.33,0.14,0.23171838414080792,0.2268088659556702
83,10474,0.27999999999999997,0.23000000000000004,0.48,0.28,0.11,0.2423828788085606,0.12385438072809636
84,10475,0.19,0.18,0.62,0.34,0.19,0.021412489293755353,0.2802235988820056
85,10805,0.47000000000000003,0.3,0.25,0.4,0.21,0.25231187384406306,0.3645931770341148
86,11004,0.4,0.24,0.35,0.56,0.28,0.2778393610803195,0.5068024659876701
87,11005,0.35,0.13,0.53,0.42,0.25,0.5046292476853762,0.32501837490812546
88,11101,0.24,0.48999999999999994,0.25,0.43,0.27,0.46473576763211616,0.5092124539377303
89,11102,0.12000000000000001,0.44000000000000006,0.43000000000000005,0.39,0.36,0.4060247969876015,0.36595817020914895
90,11103,0.17,0.41000000000000003,0.43000000000000005,0.41,0.35,0.44819077590461204,0.40196299018504905
91,11104,0.14,0.5,0.37,0.45,0.31,0.372064313967843,0.3464282678586607
92,11105,0.18,0.32999999999999996,0.5,0.43,0.34,0.44332627833686084,0.4327928360358198
93,11106,0.16999999999999998,0.45,0.38999999999999996,0.42,0.34,0.348129325935337,0.35982320088399555
94,11109,0.25,0.53,0.21,0.63,0.4,0.4977472511263744,0.8436057819710902
95,11201,0.29,0.49,0.22,0.45,0.35,0.5763312118343941,0.7411012944935276
96,11203,0.14,0.33000000000000007,0.52,0.39,0.17,0.2738393630803185,0.2895335523322383
97,11204,0.27,0.24,0.49000000000000005,0.58,0.2,0.48460375769812114,0.2798086009569952
98,11205,0.26,0.35,0.38,0.36,0.28,0.4276397861801069,0.3293283533582332
99,11206,0.23,0.4,0.37,0.33,0.24,0.424029287985356,0.21637891810540946
100,11207,0.14,0.28,0.58,0.31,0.13,0.2972143513928243,0.21245393773031135
101,11208,0.13,0.43000000000000005,0.43,0.39,0.11,0.2923898538050731,0.23679881600591998
102,11209,0.21000000000000002,0.21000000000000002,0.58,0.51,0.3,0.45568177215911393,0.40706296468517655
103,11210,0.22000000000000003,0.25,0.54,0.46,0.23,0.3752188123905938,0.37158314208428955
104,11211,0.27,0.51,0.21,0.39,0.36,0.5728407135796432,0.41407792961035195
105,11212,0.15000000000000002,0.26,0.5900000000000001,0.27,0.12,0.2460743769628115,0.1467392663036685
106,11213,0.21000000000000002,0.29000000000000004,0.5,0.32,0.2,0.4777917611041195,0.2374038129809351
107,11214,0.22000000000000003,0.21,0.59,0.55,0.23,0.4317692841153579,0.3092434537827311
108,11215,0.16,0.38,0.45999999999999996,0.53,0.37,0.7051231474384263,0.7532112339438303
109,11216,0.14,0.39,0.47000000000000003,0.31,0.31,0.6890306554846722,0.3585832070839646
110,11217,0.19,0.5,0.30000000000000004,0.41,0.36,0.8423150788424606,0.6329568352158239
111,11218,0.22999999999999998,0.27,0.49,0.53,0.26,0.4672827663586168,0.3852830735846321
112,11219,0.38,0.21,0.39999999999999997,0.62,0.14,0.5114682442658779,0.21489392553037234
113,11220,0.22000000000000003,0.24999999999999997,0.51,0.54,0.15,0.49672675163662416,0.2665486672566637
114,11221,0.15000000000000002,0.33,0.52,0.29,0.23,0.5182867408566296,0.2878535607321963
115,11222,0.18,0.45000000000000007,0.37,0.38,0.4,0.6411056794471602,0.48433757831210844
116,11223,0.21,0.22999999999999998,0.57,0.56,0.22,0.4403957798021101,0.28739356303218483
117,11224,0.22000000000000003,0.22,0.56,0.43,0.22,0.24620387689806156,0.18734406327968361
118,11225,0.15,0.34,0.49,0.34,0.26,0.5336402331798834,0.3147484262578687
119,11226,0.15,0.31,0.54,0.36,0.21,0.37167931416034294,0.2972835135824321
120,11228,0.27,0.22999999999999998,0.5,0.58,0.24,0.47022826488586755,0.3966530167349163
121,11229,0.21,0.22999999999999998,0.57,0.55,0.24,0.3563123218438391,0.34093829530852343
122,11230,0.28,0.26,0.44,0.55,0.25,0.46126226936886533,0.2794336028319858
123,11231,0.21000000000000002,0.44,0.35,0.5,0.33,0.8236175881912059,0.6339418302908485
124,11232,0.2,0.32,0.47000000000000003,0.44,0.21,0.44255577872211066,0.31594342028289857
125,11233,0.16999999999999998,0.33999999999999997,0.49,0.28,0.19,0.45537777231111387,0.22652886735566322
126,11234,0.21000000000000002,0.22999999999999998,0.5700000000000001,0.51,0.23,0.32072333963833016,0.4597527012364938
127,11235,0.25,0.22999999999999998,0.53,0.55,0.3,0.36210531894734055,0.30111849440752797
128,11236,0.16,0.26,0.58,0.38,0.2,0.30394634802682596,0.38389808050959745
129,11237,0.18,0.38,0.44,0.31,0.26,0.3893253053373473,0.2911285443572782
130,11238,0.19,0.42,0.4,0.39,0.36,0.6051986974006514,0.5101174494127529
131,11239,0.18,0.15,0.67,0.32,0.16,0.2738568630715685,0.18424907875460622
132,11249,0.30000000000000004,0.44000000000000006,0.24999999999999997,0.48,0.33,0.667867666066167,0.4965925170374148
133,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,11252,0.36,0.33999999999999997,0.31,0.55,0.37,0.0,0.5676721616391918
135,11354,0.33999999999999997,0.24,0.44,0.53,0.15,0.32118683940658027,0.24043379783101085
136,11355,0.29000000000000004,0.3,0.43,0.58,0.13,0.3567058216470892,0.2262638686806566
137,11356,0.30000000000000004,0.28,0.4,0.57,0.15,0.34867532566233717,0.34731826340868294
138,11357,0.31000000000000005,0.23,0.44000000000000006,0.59,0.24,0.41105779447110274,0.4652226738866306
139,11358,0.26,0.29000000000000004,0.44000000000000006,0.57,0.2,0.4176572911713544,0.3784081079594602
140,11359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,11360,0.25,0.34,0.4,0.53,0.29,0.33151233424383286,0.4905525472372638
142,11361,0.27,0.28,0.45,0.54,0.26,0.4031917984041008,0.4838875805620972
143,11362,0.34,0.22,0.45000000000000007,0.58,0.27,0.3607773196113402,0.5018824905875471
144,11363,0.23000000000000004,0.27,0.5,0.6,0.32,0.448068775965612,0.5606421967890161
145,11364,0.26,0.25,0.49,0.56,0.26,0.33133233433383286,0.44455777721111395
146,11365,0.25,0.27,0.47000000000000003,0.58,0.24,0.3899083050458475,0.38871805640971796
147,11366,0.27,0.24,0.5,0.55,0.28,0.4088117955941022,0.4713326433367833
148,11367,0.28,0.26,0.45999999999999996,0.51,0.25,0.29948885025557487,0.3353233233833831
149,11368,0.21000000000000002,0.27,0.53,0.43,0.1,0.35184332407833796,0.28129859350703246
150,11369,0.18,0.36,0.46,0.46,0.13,0.3383163308418346,0.30094349528252357
151,11370,0.2,0.35,0.45999999999999996,0.41,0.15,0.4020862989568505,0.3731081344593277
152,11371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,11372,0.19,0.36,0.45,0.43,0.18,0.2355368822315589,0.3046434767826161
154,11373,0.15,0.35,0.49999999999999994,0.51,0.21,0.3495108252445874,0.2780236098819506
155,11374,0.18000000000000002,0.3,0.53,0.52,0.31,0.2792008603995698,0.34936325318373407
156,11375,0.16,0.27,0.5700000000000001,0.56,0.33,0.3247958376020812,0.4696326518367408
157,11377,0.2,0.45999999999999996,0.32000000000000006,0.47,0.22,0.3376398311800844,0.30864845675771624
158,11378,0.22000000000000003,0.29000000000000004,0.48000000000000004,0.5,0.19,0.35337932331033833,0.40160299198504007
159,11379,0.24000000000000002,0.26,0.5,0.55,0.22,0.36003131998434,0.4574927125364373
160,11385,0.16,0.32,0.54,0.48,0.2,0.33503383248308377,0.39490302548487255
161,11411,0.23,0.26,0.51,0.42,0.23,0.23980288009855996,0.5297223513882431
162,11412,0.21000000000000002,0.26,0.53,0.4,0.16,0.2476008761995619,0.4432377838110809
163,11413,0.19,0.27,0.53,0.4,0.18,0.2698393650803175,0.49986250068749655
164,11414,0.31000000000000005,0.22,0.44999999999999996,0.5,0.17,0.2956153521923239,0.4195729021354893
165,11415,0.22,0.28,0.5,0.46,0.29,0.27941186029406984,0.39587802060989696
166,11416,0.18,0.22,0.59,0.52,0.17,0.31226634386682806,0.3896680516597417
167,11417,0.17,0.22999999999999998,0.59,0.54,0.2,0.3030703484648258,0.4295628521857391
168,11418,0.21000000000000002,0.27,0.54,0.5,0.2,0.3148593425703287,0.37839810800945994
169,11419,0.18,0.25,0.57,0.51,0.17,0.30573434713282643,0.38693806530967345
170,11420,0.21000000000000002,0.26,0.54,0.49,0.16,0.30268834865582567,0.4088929555352223
171,11421,0.15,0.26,0.59,0.49,0.19,0.29664435167782416,0.40483797581012093
172,11422,0.19,0.28,0.53,0.41,0.18,0.2730383634808183,0.4978525107374463
173,11423,0.24,0.26,0.51,0.47,0.23,0.3115683442158279,0.3843130784346078
174,11426,0.35,0.24000000000000002,0.39,0.6,0.22,0.3062558468720766,0.5291773541132294
175,11427,0.26,0.26,0.49,0.55,0.23,0.30173034913482544,0.4264478677606612
176,11428,0.22,0.29000000000000004,0.48,0.56,0.16,0.28535435732282133,0.4381728091359543
177,11429,0.2,0.25,0.5800000000000001,0.41,0.19,0.24533087733456133,0.4764726176369118
178,11430,0.16,0.33,0.5,0.42,0.09,0.2812498593750703,0.41666291668541655
179,11432,0.2,0.21000000000000002,0.58,0.5,0.25,0.3403083298458351,0.30523347383263083
180,11433,0.23000000000000004,0.24,0.53,0.37,0.13,0.2567498716250642,0.2913085434572827
181,11434,0.2,0.25,0.55,0.36,0.16,0.25613537193231406,0.3468432657836711
182,11435,0.21000000000000002,0.21999999999999997,0.57,0.49,0.21,0.2564793717603141,0.35331823340883295
183,11436,0.24,0.22999999999999998,0.54,0.4,0.15,0.24791437604281197,0.4118779406102969
184,11691,0.29000000000000004,0.20999999999999996,0.5,0.4,0.17,0.3030523484738258,0.25099374503127486
185,11692,0.16,0.2,0.64,0.38,0.17,0.25535237232381386,0.24218878905605473
186,11693,0.16,0.24000000000000002,0.6,0.4,0.17,0.2351928824035588,0.34073329633351834
187,11694,0.24,0.31,0.44999999999999996,0.48,0.25,0.3936048031975984,0.45960270198649006
188,11697,0.26,0.25,0.51,0.64,0.29,0.3227903386048307,0.563877180614097
